Time (Days),Brightness (solar luminosities),Brightness uncertainty (solar luminosities),,Star Mass (solar masses),0.578
13.48841,0.11188264,5.2E-5,,Star Radius (solar radii),0.596
23.48799,0.11023803,6.2E-5
23.48974,0.11021869,5.9E-5
23.49149,0.11022878,5.4E-5
23.49324,0.11019669,5.5E-5
23.49500,0.11020847,6.1E-5
23.49675,0.11020358,5.4E-5
23.49850,0.11020077,5.4E-5
23.50025,0.11017840,5.9E-5
23.50200,0.11016838,5.4E-5
23.50375,0.11018173,5.8E-5
23.50550,0.11019592,6.2E-5
23.50725,0.11019125,6.0E-5
23.50900,0.11018901,5.3E-5
23.51076,0.11017538,5.7E-5
23.51251,0.11015935,5.5E-5
23.51426,0.11016832,5.1E-5
23.51601,0.11015023,6.0E-5
23.51776,0.11014538,6.1E-5
23.51951,0.11015999,6.2E-5
23.52126,0.11015282,5.0E-5
23.52301,0.11015562,6.2E-5
23.52476,0.11013481,5.1E-5
23.52652,0.11014873,6.0E-5
23.52827,0.11014002,6.1E-5
23.53002,0.11014726,6.1E-5
23.53177,0.11013419,6.1E-5
23.53352,0.11013058,5.9E-5
23.53527,0.11013525,5.8E-5
23.53702,0.11014408,5.5E-5
23.53877,0.11013534,5.3E-5
23.54052,0.11015087,5.4E-5
23.54228,0.11014907,5.5E-5
23.54403,0.11015583,5.8E-5
23.54578,0.11015160,5.2E-5
23.54753,0.11016165,5.0E-5
23.54928,0.11016374,5.3E-5
23.55103,0.11014986,5.4E-5
23.55278,0.11016278,5.4E-5
23.55453,0.11017176,5.9E-5
23.55629,0.11016817,5.4E-5
23.55804,0.11016916,6.0E-5
23.55979,0.11018816,5.4E-5
23.56154,0.11018452,5.2E-5
23.56329,0.11019773,6.2E-5
23.56504,0.11022431,5.6E-5
23.56679,0.11020028,5.4E-5
23.56854,0.11020722,5.9E-5
23.57029,0.11020339,5.2E-5
23.57205,0.11023176,5.8E-5
23.57380,0.11023180,5.9E-5
23.57555,0.11023476,6.0E-5
23.57730,0.11024203,5.7E-5
23.57905,0.11024493,5.1E-5
23.58080,0.11025620,5.8E-5
23.58255,0.11026563,5.1E-5
23.58430,0.11029149,5.5E-5
23.58605,0.11028720,5.5E-5
23.58781,0.11028929,5.0E-5
23.58956,0.11033255,5.3E-5
23.59131,0.11031342,5.2E-5
23.59306,0.11035791,6.0E-5
23.59481,0.11036225,6.1E-5
23.59656,0.11036847,5.8E-5
23.59831,0.11038173,6.2E-5
23.60006,0.11040817,5.7E-5
23.60181,0.11038833,5.1E-5
23.60357,0.11044973,5.6E-5
23.60532,0.11044774,5.4E-5
23.60707,0.11046969,6.1E-5
23.60882,0.11048353,5.6E-5
23.61057,0.11051729,6.2E-5
23.61232,0.11053626,6.0E-5
23.61407,0.11054870,5.8E-5
23.61582,0.11059507,5.7E-5
23.61757,0.11063933,6.1E-5
23.61933,0.11071243,5.2E-5
23.62108,0.11079845,5.6E-5
23.62283,0.11089147,5.1E-5
23.62458,0.11100648,5.3E-5
23.62633,0.11112886,5.3E-5
26.97682,0.11181757,5.6E-5
40.46522,0.11180771,5.5E-5
51.92188,0.11183055,5.0E-5
51.92523,0.11182616,6.1E-5
51.92858,0.11181550,6.0E-5
51.93193,0.11183314,5.1E-5
51.93528,0.11183292,5.6E-5
51.93862,0.11182206,5.6E-5
51.94197,0.11182420,5.3E-5
51.94532,0.11181569,5.5E-5
51.94867,0.11181874,5.8E-5
51.95202,0.11181468,5.2E-5
51.95537,0.11183212,5.7E-5
51.95872,0.11182235,6.0E-5
51.96207,0.11181527,5.8E-5
51.96541,0.11181883,5.1E-5
51.96876,0.11182871,5.1E-5
51.97211,0.11183404,5.9E-5
51.97546,0.11183157,6.1E-5
51.97881,0.11183761,5.2E-5
51.98216,0.11183355,5.5E-5
51.98551,0.11182243,5.3E-5
51.98886,0.11181008,5.6E-5
51.99221,0.11180695,5.6E-5
51.99555,0.11181801,6.2E-5
51.99890,0.11183254,5.6E-5
52.00225,0.11183201,5.8E-5
52.00560,0.11183825,5.9E-5
52.00895,0.11181471,5.9E-5
52.01230,0.11181712,5.3E-5
52.01565,0.11184135,5.1E-5
52.01900,0.11183814,6.1E-5
52.02235,0.11182829,5.9E-5
52.02569,0.11180633,5.6E-5
52.02904,0.11181786,5.7E-5
52.03239,0.11183151,5.0E-5
52.03574,0.11183773,6.0E-5
52.03909,0.11183260,6.2E-5
52.04244,0.11181630,6.0E-5
52.04579,0.11183852,5.6E-5
52.04914,0.11182241,5.2E-5
52.05249,0.11181450,5.7E-5
52.05583,0.11183494,5.6E-5
52.05918,0.11181921,5.1E-5
52.06253,0.11181414,6.0E-5
52.06588,0.11183700,5.9E-5
52.06923,0.11183918,6.0E-5
52.07258,0.11183017,5.6E-5
52.07593,0.11184937,5.4E-5
52.07928,0.11184577,6.1E-5
52.08263,0.11181797,6.1E-5
52.08597,0.11181986,5.0E-5
52.08932,0.11183526,6.2E-5
52.09267,0.11183018,5.3E-5
52.09602,0.11183144,6.2E-5
52.09937,0.11182432,5.3E-5
52.10272,0.11183378,5.1E-5
52.10607,0.11182713,5.9E-5
52.10942,0.11184237,5.1E-5
52.11277,0.11179889,6.1E-5
52.11611,0.11179993,6.2E-5
52.11946,0.11181140,6.1E-5
52.12281,0.11179185,5.0E-5
52.12616,0.11180501,5.9E-5
52.12951,0.11179948,6.2E-5
52.13286,0.11180368,5.7E-5
52.13621,0.11179703,5.2E-5
52.13956,0.11179992,6.1E-5
52.14291,0.11179507,5.2E-5
52.14625,0.11179788,5.7E-5
52.14960,0.11180054,5.8E-5
52.15295,0.11181212,6.2E-5
52.15630,0.11180887,5.9E-5
52.15965,0.11181476,5.3E-5
52.16300,0.11181253,5.9E-5
52.16635,0.11180215,5.9E-5
52.16970,0.11181233,5.8E-5
52.17305,0.11180876,5.7E-5
52.17639,0.11180069,6.2E-5
52.17974,0.11181710,5.1E-5
52.18309,0.11180940,6.1E-5
52.18644,0.11181166,5.3E-5
52.18979,0.11180416,5.3E-5
52.19314,0.11180338,5.4E-5
52.19649,0.11179000,5.9E-5
52.19984,0.11180855,5.4E-5
52.20319,0.11181223,5.3E-5
52.20653,0.11182180,5.2E-5
52.20988,0.11180255,5.9E-5
52.21323,0.11180966,5.8E-5
52.21658,0.11181876,5.5E-5
52.21993,0.11183177,5.3E-5
52.22328,0.11180534,5.3E-5
52.22663,0.11180366,5.2E-5
52.22998,0.11180498,5.5E-5
52.23333,0.11181017,5.6E-5
52.23667,0.11180254,5.9E-5
52.24002,0.11178715,6.0E-5
52.24337,0.11182895,5.2E-5
52.24672,0.11181257,5.7E-5
52.25007,0.11179999,6.0E-5
52.25342,0.11181142,5.6E-5
52.25677,0.11179668,5.8E-5
52.26012,0.11181799,5.6E-5
52.26347,0.11182470,5.3E-5
52.26681,0.11182348,5.4E-5
52.27016,0.11180310,5.5E-5
52.27351,0.11181159,5.4E-5
52.27686,0.11180961,5.7E-5
52.28021,0.11182279,5.2E-5
52.28356,0.11181880,5.3E-5
52.28691,0.11180025,6.2E-5
52.29026,0.11181060,5.2E-5
52.29361,0.11180279,5.7E-5
52.29695,0.11181073,5.7E-5
52.30030,0.11180225,5.1E-5
52.30365,0.11180577,5.8E-5
52.30700,0.11182514,5.2E-5
52.31035,0.11182449,5.9E-5
52.31370,0.11179344,5.8E-5
52.31705,0.11181209,5.1E-5
52.32040,0.11180474,6.0E-5
53.95363,0.11181340,6.0E-5
67.44204,0.11188638,5.6E-5
67.89739,0.11187988,6.2E-5
67.89951,0.11188215,5.2E-5
67.90163,0.11188558,5.3E-5
67.90375,0.11186932,5.1E-5
67.90587,0.11189032,6.2E-5
67.90799,0.11186877,5.8E-5
67.91010,0.11188652,6.2E-5
67.91222,0.11190851,6.1E-5
67.91434,0.11187229,5.6E-5
67.91646,0.11187855,5.5E-5
67.91858,0.11189119,5.1E-5
67.92070,0.11189978,5.1E-5
67.92282,0.11185607,5.8E-5
67.92493,0.11188083,5.9E-5
67.92705,0.11188965,5.2E-5
67.92917,0.11186725,5.4E-5
67.93129,0.11187074,6.0E-5
67.93341,0.11187957,5.3E-5
67.93553,0.11187059,5.2E-5
67.93765,0.11187860,6.1E-5
67.93976,0.11185268,5.4E-5
67.94188,0.11187689,5.6E-5
67.94400,0.11188426,5.6E-5
67.94612,0.11186126,5.5E-5
67.94824,0.11189312,5.1E-5
67.95036,0.11187065,5.9E-5
67.95248,0.11187601,5.4E-5
67.95460,0.11188529,5.1E-5
67.95671,0.11187415,5.3E-5
67.95883,0.11188209,6.0E-5
67.96095,0.11187795,5.3E-5
67.96307,0.11189391,5.7E-5
67.96519,0.11187572,5.3E-5
67.96731,0.11187797,5.6E-5
67.96943,0.11187285,5.8E-5
67.97154,0.11187116,5.8E-5
67.97366,0.11188471,5.9E-5
67.97578,0.11187390,5.9E-5
67.97790,0.11186918,5.7E-5
67.98002,0.11188606,5.3E-5
67.98214,0.11187829,5.0E-5
67.98426,0.11187319,6.2E-5
67.98638,0.11188730,5.8E-5
67.98849,0.11187113,5.7E-5
67.99061,0.11187897,5.9E-5
67.99273,0.11187801,5.3E-5
67.99485,0.11188661,5.1E-5
67.99697,0.11189777,5.5E-5
67.99909,0.11189847,5.9E-5
68.00121,0.11189199,5.1E-5
68.00332,0.11188207,5.2E-5
68.00544,0.11187100,5.4E-5
68.00756,0.11188419,5.1E-5
68.00968,0.11187709,5.8E-5
68.01180,0.11186451,6.1E-5
68.01392,0.11188921,5.3E-5
68.01604,0.11188227,5.8E-5
68.01816,0.11189116,5.0E-5
68.02027,0.11188731,5.9E-5
68.02239,0.11188385,5.8E-5
68.02451,0.11187685,5.0E-5
68.02663,0.11190056,5.5E-5
68.02875,0.11186912,5.6E-5
68.03087,0.11187833,5.9E-5
68.03299,0.11188271,5.8E-5
68.03510,0.11189218,5.6E-5
68.03722,0.11186814,6.0E-5
68.03934,0.11187231,5.7E-5
68.04146,0.11188489,5.2E-5
68.04358,0.11188151,6.0E-5
68.04570,0.11188564,6.0E-5
68.04782,0.11189492,5.8E-5
68.04994,0.11188726,5.1E-5
68.05205,0.11189896,5.2E-5
68.05417,0.11188015,5.0E-5
68.05629,0.11188900,6.0E-5
68.05841,0.11189008,5.0E-5
68.06053,0.11188450,5.5E-5
68.06265,0.11186700,5.8E-5
68.06477,0.11187289,6.1E-5
70.16524,0.11152131,5.2E-5
70.16776,0.11153642,5.0E-5
70.17029,0.11154755,5.1E-5
70.17281,0.11151625,5.3E-5
70.17533,0.11152832,5.6E-5
70.17786,0.11151813,6.1E-5
70.18038,0.11150532,5.5E-5
70.18290,0.11151359,5.7E-5
70.18542,0.11150617,5.8E-5
70.18795,0.11150456,5.9E-5
70.19047,0.11150813,5.6E-5
70.19299,0.11150197,5.4E-5
70.19552,0.11149691,5.4E-5
70.19804,0.11150109,6.0E-5
70.20056,0.11152668,5.7E-5
70.20308,0.11152762,5.3E-5
70.20561,0.11151178,5.2E-5
70.20813,0.11151271,5.7E-5
70.21065,0.11151860,5.8E-5
70.21318,0.11151491,6.1E-5
70.21570,0.11152284,5.4E-5
70.21822,0.11152631,6.2E-5
70.22074,0.11151117,5.6E-5
70.22327,0.11151580,6.0E-5
70.22579,0.11149725,6.1E-5
70.22831,0.11149812,5.7E-5
70.23084,0.11149729,5.9E-5
70.23336,0.11151399,5.1E-5
70.23588,0.11151147,5.4E-5
70.23840,0.11150870,6.1E-5
70.24093,0.11152415,5.9E-5
70.24345,0.11153151,5.3E-5
70.24597,0.11152270,5.1E-5
70.24850,0.11152363,6.0E-5
70.25102,0.11150174,5.1E-5
70.25354,0.11150605,6.2E-5
70.25606,0.11152373,6.2E-5
70.25859,0.11153512,5.4E-5
70.26111,0.11149484,5.6E-5
70.26363,0.11151365,6.0E-5
70.26616,0.11151430,6.1E-5
70.26868,0.11152453,5.3E-5
70.27120,0.11152448,5.7E-5
70.27372,0.11150823,5.4E-5
70.27625,0.11152727,6.2E-5
70.27877,0.11151327,5.8E-5
70.28129,0.11153140,5.4E-5
70.28382,0.11153814,5.3E-5
70.28634,0.11153813,5.9E-5
70.28886,0.11155634,5.5E-5
70.29138,0.11154858,5.3E-5
70.29391,0.11154386,5.2E-5
70.29643,0.11154518,5.0E-5
70.29895,0.11155705,5.9E-5
70.30148,0.11154962,5.2E-5
70.30400,0.11154422,6.1E-5
70.30652,0.11155145,5.3E-5
70.30905,0.11155651,5.1E-5
70.31157,0.11154443,5.5E-5
70.31409,0.11154271,6.2E-5
70.31661,0.11155532,6.1E-5
70.31914,0.11158315,5.6E-5
70.32166,0.11157987,5.3E-5
70.32418,0.11157053,5.2E-5
70.32671,0.11160471,5.5E-5
70.32923,0.11159805,5.5E-5
70.33175,0.11160662,5.2E-5
70.33427,0.11160448,5.9E-5
70.33680,0.11160150,5.1E-5
70.33932,0.11160214,6.2E-5
70.34184,0.11162350,5.6E-5
70.34437,0.11165321,5.5E-5
70.34689,0.11171130,5.7E-5
70.34941,0.11172637,6.0E-5
70.35193,0.11175217,5.9E-5
70.35446,0.11178892,5.0E-5
70.35698,0.11183968,5.6E-5
70.35950,0.11185424,6.0E-5
70.36203,0.11184176,5.2E-5
70.36455,0.11188120,5.3E-5
80.93045,0.11194263,5.9E-5
94.41886,0.11193639,5.6E-5
100.64995,0.11199064,5.5E-5
100.65330,0.11197243,5.5E-5
100.65665,0.11199613,5.7E-5
100.66000,0.11197543,6.0E-5
100.66335,0.11197956,5.5E-5
100.66670,0.11197183,5.5E-5
100.67005,0.11197312,6.0E-5
100.67340,0.11197967,5.7E-5
100.67674,0.11198626,6.2E-5
100.68009,0.11197750,5.3E-5
100.68344,0.11196943,5.5E-5
100.68679,0.11197511,5.9E-5
100.69014,0.11198754,5.2E-5
100.69349,0.11198488,5.5E-5
100.69684,0.11197832,5.7E-5
100.70019,0.11196688,5.6E-5
100.70354,0.11197881,5.4E-5
100.70688,0.11198342,6.1E-5
100.71023,0.11197879,5.3E-5
100.71358,0.11198367,5.9E-5
100.71693,0.11198325,5.6E-5
100.72028,0.11199437,5.1E-5
100.72363,0.11198395,5.7E-5
100.72698,0.11199348,5.1E-5
100.73033,0.11197932,5.2E-5
100.73368,0.11197092,5.0E-5
100.73702,0.11198382,6.1E-5
100.74037,0.11197807,5.1E-5
100.74372,0.11197051,5.7E-5
100.74707,0.11198771,6.2E-5
100.75042,0.11196938,5.5E-5
100.75377,0.11198090,5.4E-5
100.75712,0.11197392,5.4E-5
100.76047,0.11199647,5.2E-5
100.76382,0.11197749,6.1E-5
100.76716,0.11199398,5.9E-5
100.77051,0.11198237,6.1E-5
